EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
913370,JEFFERSON CO.,SMYRNA,7/6/2020,1810,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,150413,C,111,LMK,0,0,Trained Spotter, , , ,1,NE,1,NE,SMYRNA,7/6/2020,1810,38.14,-85.64,38.14,-85.64,A large tree was split near the intersection of Smyrna and Outer Loop.,"With zonal flow over the country and high temperatures in the 90s, multiple weak surface fronts help to produce afternoon and evening storms during diurnal heating. These storms produced strong winds, hail, and heavy rainfall that resulted in wind damage and flash flooding across the region.",11
913400,JEFFERSON CO.,O BANNON,7/8/2020,1450,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,150413,C,111,LMK,0,0,Emergency Manager, , , ,1,NW,1,NW,O BANNON,7/8/2020,1450,38.29,-85.53,38.29,-85.53,Trees blew down on power lines.,"With zonal flow over the country and high temperatures in the 90s, multiple weak surface fronts help to produce afternoon and evening storms during diurnal heating. These storms produced strong winds, hail, and heavy rainfall that resulted in wind damage and flash flooding across the region.",12
913401,JEFFERSON CO.,GRAYMOOR,7/8/2020,1450,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,150413,C,111,LMK,0,0,Broadcast Media, , , ,1,N,1,N,GRAYMOOR,7/8/2020,1450,38.29,-85.58,38.29,-85.58,It was reported that trees were down along Goose Creek Road.,"With zonal flow over the country and high temperatures in the 90s, multiple weak surface fronts help to produce afternoon and evening storms during diurnal heating. These storms produced strong winds, hail, and heavy rainfall that resulted in wind damage and flash flooding across the region.",13
913402,JEFFERSON CO.,SPRINGDALE,7/8/2020,1508,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,150413,C,111,LMK,0,0,NWS Employee, , , ,1,E,1,E,SPRINGDALE,7/8/2020,1508,38.3,-85.58,38.3,-85.58,Several large tree limbs were down on Springbrooke Circle.,"With zonal flow over the country and high temperatures in the 90s, multiple weak surface fronts help to produce afternoon and evening storms during diurnal heating. These storms produced strong winds, hail, and heavy rainfall that resulted in wind damage and flash flooding across the region.",14
913556,JEFFERSON CO.,WINDY HILLS,7/11/2020,1920,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,151573,C,111,LMK,0,0,Broadcast Media, , , ,1,SE,1,SE,WINDY HILLS,7/11/2020,1920,38.26,-85.59,38.26,-85.59,"A tree was ripped out of the ground, and a large oak tree limb was broken.",Kentucky sat under the front of an upper ridge as a surface low advanced toward the state. This low anchored a warm front to the east and cold front to the west and caused thunderstorms to breakout across central Kentucky as the system moved through the area. The storms produced wind and hail damage across the region.,15
913557,JEFFERSON CO.,STRATHMOOR MANOR,7/11/2020,1925,Thunderstorm Wind,54, ,0,0,0,0,KY,EST-5,EG,151573,C,111,LMK,0,0,Broadcast Media, , , ,1,NNW,1,NNW,STRATHMOOR MANOR,7/11/2020,1925,38.2196,-85.6309,38.2196,-85.6309,There was a report of trees and power lines down along Taylorsville Road near Breckenridge Lane.,Kentucky sat under the front of an upper ridge as a surface low advanced toward the state. This low anchored a warm front to the east and cold front to the west and caused thunderstorms to breakout across central Kentucky as the system moved through the area. The storms produced wind and hail damage across the region.,16
913558,JEFFERSON CO.,STRATHMOOR MANOR,7/11/2020,1930,Thunderstorm Wind,53, ,0,0,0,0,KY,EST-5,EG,151573,C,111,LMK,0,0,Broadcast Media, , , ,1,NNW,1,NNW,STRATHMOOR MANOR,7/11/2020,1930,38.2192,-85.6259,38.2192,-85.6259,A large tree fell down near Hunsinger Lane and Hikes Lane.,Kentucky sat under the front of an upper ridge as a surface low advanced toward the state. This low anchored a warm front to the east and cold front to the west and caused thunderstorms to breakout across central Kentucky as the system moved through the area. The storms produced wind and hail damage across the region.,17
913559,JEFFERSON CO.,HIGHLANDS,7/11/2020,1930,Thunderstorm Wind,55, ,0,0,0,0,KY,EST-5,EG,151573,C,111,LMK,0,0,Broadcast Media, , , ,2,NW,2,NW,HIGHLANDS,7/11/2020,1930,38.2457,-85.701,38.2457,-85.701,A billboard was blown down in the middle of the road at the intersection of Grinstead Drive and Lexington Road.,Kentucky sat under the front of an upper ridge as a surface low advanced toward the state. This low anchored a warm front to the east and cold front to the west and caused thunderstorms to breakout across central Kentucky as the system moved through the area. The storms produced wind and hail damage across the region.,18
913611,JEFFERSON CO.,SHIVELY,7/20/2020,1424,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,151624,C,111,LMK,0,0,911 Call Center, , , ,1,NE,1,NE,SHIVELY,7/20/2020,1424,38.19,-85.81,38.19,-85.81,Metrosafe reported tree damage and power outages near Dixie Highway.,"During this period, upper high pressure remained over the southern United States. At the surface, a couple of cold fronts, riding along upper flow, passed from west to east near the Ohio River. These fronts, along with outflow boundaries from previous storms, helped thunderstorms in central Kentucky to form, which resulted in wind damage and some isolated flooding.",19
913612,JEFFERSON CO.,WEST BUECHEL,7/20/2020,1442,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,151624,C,111,LMK,0,0,911 Call Center, , , ,1,NNW,1,NNW,WEST BUECHEL,7/20/2020,1442,38.2,-85.66,38.2,-85.66,Metrosafe reported tree damage and power outages in the Buechel area.,"During this period, upper high pressure remained over the southern United States. At the surface, a couple of cold fronts, riding along upper flow, passed from west to east near the Ohio River. These fronts, along with outflow boundaries from previous storms, helped thunderstorms in central Kentucky to form, which resulted in wind damage and some isolated flooding.",20
918706,JEFFERSON CO.,PLEASURE RIDGE PARK,8/13/2020,1300,Thunderstorm Wind,60, ,0,0,0,0,KY,EST-5,EG,151895,C,111,LMK,0,0,Broadcast Media, , , ,1,E,1,E,PLEASURE RIDGE PARK,8/13/2020,1300,38.15,-85.77,38.15,-85.77,Multiple trees were uprooted near New Cut Road and Southside Drive.,"During this period, a stationary front extended near the Ohio River. This served as a focus for the development of isolated severe thunderstorms, but the main event was heavy rainfall that broke out during the early morning of August 14th. This rain produced areas of flash flooding in multiple counties.",21
925417,JEFFERSON CO.,ORELL,10/23/2020,1740,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,152961,C,111,LMK,0,0,Broadcast Media, , , ,1,NNE,1,NNE,ORELL,10/23/2020,1740,38.09,-85.87,38.09,-85.87,A broadcast media meteorologist relayed pictures of a snapped large tree limb.,A cold front moved from west to east through north-central Kentucky. Storms associated with this line damaged a few trees in two Kentucky counties.,22
969785,JEFFERSON CO.,SYLVANIA,6/11/2021,1701,Thunderstorm Wind,51, ,0,0,0,0,KY,EST-5,EG,160145,C,111,LMK,0,0,Broadcast Media, , , ,1,NE,1,NE,SYLVANIA,6/11/2021,1701,38.1567,-85.8635,38.1567,-85.8635,A tree blew down in Grandel Farms.,"Central Kentucky sat under the leading edge of an upper ridge during a period of typical summer weather.  Temperatures rose during the day creating strong instability in the atmosphere that caused showers and thunderstorms to breakout. As rain filled downdrafts initiated outflow boundaries, the outflow boundaries initiated more storms. This happened daily before a weak cold front pushed drier air into the region. Several counties in central Kentucky received isolated wind damage during this three day stretch. Scott County had flooding issues on June 13th.",23
969786,JEFFERSON CO.,PRAIRIE VLG,6/11/2021,1725,Thunderstorm Wind,53, ,0,0,0,0,KY,EST-5,EG,160145,C,111,LMK,0,0,Public, , , ,1,S,1,S,PRAIRIE VLG,6/11/2021,1725,38.08,-85.83,38.08,-85.83,Trees were reported down along Blevins Gap Road between Valley Station and Fairdale.,"Central Kentucky sat under the leading edge of an upper ridge during a period of typical summer weather.  Temperatures rose during the day creating strong instability in the atmosphere that caused showers and thunderstorms to breakout. As rain filled downdrafts initiated outflow boundaries, the outflow boundaries initiated more storms. This happened daily before a weak cold front pushed drier air into the region. Several counties in central Kentucky received isolated wind damage during this three day stretch. Scott County had flooding issues on June 13th.",24
975702,JEFFERSON CO.,GLENVIEW,7/8/2021,1828,Thunderstorm Wind,51, ,0,0,0,0,KY,EST-5,EG,160582,C,111,LMK,0,0,911 Call Center, , , ,0,N,0,N,GLENVIEW,7/8/2021,1828,38.3037,-85.6204,38.3037,-85.6204,A tree fell down over Trail Ridge Road.,"On July 8th, a cold front dropped south through central Kentucky in a saturated environment. Even with moderate instability and shear values, there was a report of severe wind damage. In the following days, the front stalled and remained in the area causing scattered wind damage across central Kentucky.",25
975705,JEFFERSON CO.,SHIVELY,7/10/2021,1758,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,160582,C,111,LMK,0,0,Broadcast Media, , , ,1,WNW,1,WNW,SHIVELY,7/10/2021,1758,38.19,-85.84,38.19,-85.84,A few larger trees were downed or snapped in the St. Denis neighborhood.,"On July 8th, a cold front dropped south through central Kentucky in a saturated environment. Even with moderate instability and shear values, there was a report of severe wind damage. In the following days, the front stalled and remained in the area causing scattered wind damage across central Kentucky.",26
981066,JEFFERSON CO.,LOUISVILLE,8/26/2021,1852,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,162514,C,111,LMK,0,0,911 Call Center, , , ,1,NNE,1,NNE,LOUISVILLE,8/26/2021,1900,38.25,-85.77,38.25,-85.77,There were 15 power lines down in Louisville. The first one came down around 7:52 PM.,"Surface high pressure was solidly over central Kentucky, but given the moist atmosphere and temperatures in the 90s, afternoon and evening thunderstorms resulted in a variety of severe thunderstorm damage across central Kentucky. Reports ranged from flash flooding and wind damage to a couple of lightning fires.",27
981065,JEFFERSON CO.,AUDUBON PARK,8/26/2021,1905,Hail,1, ,0,0,0,0,KY,EST-5, ,162514,C,111,LMK,0,0,Public, , , ,2,N,2,N,AUDUBON PARK,8/26/2021,1905,38.23,-85.73,38.23,-85.73,The report was on social media.,"Surface high pressure was solidly over central Kentucky, but given the moist atmosphere and temperatures in the 90s, afternoon and evening thunderstorms resulted in a variety of severe thunderstorm damage across central Kentucky. Reports ranged from flash flooding and wind damage to a couple of lightning fires.",28
981067,JEFFERSON CO.,LOUISVILLE,8/26/2021,1911,Thunderstorm Wind,53, ,0,0,0,0,KY,EST-5,EG,162514,C,111,LMK,0,0,911 Call Center, , , ,2,ENE,2,ENE,LOUISVILLE,8/26/2021,1915,38.235,-85.753,38.235,-85.753,There were around 12 trees down and one structure collapse in Louisville.,"Surface high pressure was solidly over central Kentucky, but given the moist atmosphere and temperatures in the 90s, afternoon and evening thunderstorms resulted in a variety of severe thunderstorm damage across central Kentucky. Reports ranged from flash flooding and wind damage to a couple of lightning fires.",29
981068,JEFFERSON CO.,LOUISVILLE,8/26/2021,1935,Lightning, , ,0,0,5000,0,KY,EST-5, ,162514,C,111,LMK,0,0,911 Call Center, , , ,2,NW,2,NW,LOUISVILLE,8/26/2021,1935,38.25,-85.8,38.25,-85.8,There was a commercial building on fire after a lightning strike. The cost of damage is unknown.,"Surface high pressure was solidly over central Kentucky, but given the moist atmosphere and temperatures in the 90s, afternoon and evening thunderstorms resulted in a variety of severe thunderstorm damage across central Kentucky. Reports ranged from flash flooding and wind damage to a couple of lightning fires.",30
997510,JEFFERSON CO.,JEFFERSONTOWN,12/10/2021,2235,Lightning, , ,0,0,10000,0,KY,EST-5, ,164737,C,111,LMK,0,0,Emergency Manager, , , ,2,SSE,2,SSE,JEFFERSONTOWN,12/10/2021,2235,38.1799,-85.5574,38.1799,-85.5574,Lightning struck a house which caused a fire on the 4500 block of Chenwood Lane. The cost of damage is unknown.,Strong southern winds brought warm temperatures and plenty of moisture into an environment of strong wind shear ahead of an advancing cold front. This resulted in unusually warm temperatures for a December day and the ingredients to produce a historic tornado outbreak and flash flooding. This included multiple long track tornadoes. Central Kentucky saw 18 tornadoes that injured 96 and killed 18. An additional death occurred in a flash flood.,31
997519,BULLITT CO.,MT WASHINGTON,12/11/2021,130,Thunderstorm Wind,53, ,0,0,0,0,KY,EST-5,EG,164737,C,29,LMK,0,0,911 Call Center, , , ,4,WSW,4,WSW,MT WASHINGTON,12/11/2021,130,38.02,-85.62,38.02,-85.62,Many trees and power lines were reported down between Shepherdsville and Mount Washington.,Strong southern winds brought warm temperatures and plenty of moisture into an environment of strong wind shear ahead of an advancing cold front. This resulted in unusually warm temperatures for a December day and the ingredients to produce a historic tornado outbreak and flash flooding. This included multiple long track tornadoes. Central Kentucky saw 18 tornadoes that injured 96 and killed 18. An additional death occurred in a flash flood.,32
1015629,JEFFERSON CO.,PRAIRIE VLG,3/18/2022,2205,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,167822,C,111,LMK,0,0,Broadcast Media, , , ,1,W,1,W,PRAIRIE VLG,3/18/2022,2205,38.1,-85.85,38.1,-85.85,A tree fell on a house on Grafton Hall Road in Valley Station.,"A cold front associated with a larger low pressure system move east through the Lower Ohio Valley on the evening of the 18th. This caused thunderstorms to move over southern Indiana and north central Kentucky, resulting in multiple reports of severe wind damage and five tornadoes across the area.",33
1015623,BULLITT CO.,BELMONT,3/18/2022,2209,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,167822,C,29,LMK,0,0,NWS Storm Survey, ,0.33,100,2,SE,2,ESE,BELMONT,3/18/2022,2210,37.864,-85.696,37.865,-85.69,"This tornado was associated with the same parent thunderstorm as the Rineyville, KY tornado in Hardin County. This tornado redeveloped along Wilson Creek Road where several hard and soft wood trees were observed to be down in several directions, which included both snapped and uprooted trees. A carport roof was also partially blown away. The tornado then crossed Wilson Creek Road (Route 733) and affected several nearby residences with more tree damage to both hard and soft wood trees. No visible damage was observed toward the next hill side beyond the nearby farm property line.","A cold front associated with a larger low pressure system move east through the Lower Ohio Valley on the evening of the 18th. This caused thunderstorms to move over southern Indiana and north central Kentucky, resulting in multiple reports of severe wind damage and five tornadoes across the area.",34
1015633,JEFFERSON CO.,(SDF)STANIFORD FLD L,3/18/2022,2224,Thunderstorm Wind,59, ,0,0,0,0,KY,EST-5,MG,167822,C,111,LMK,0,0,ASOS, , , ,1,W,1,W,(SDF)STANIFORD FLD L,3/18/2022,2224,38.18,-85.74,38.18,-85.74,There was a measured a 68 MPH wind gust.,"A cold front associated with a larger low pressure system move east through the Lower Ohio Valley on the evening of the 18th. This caused thunderstorms to move over southern Indiana and north central Kentucky, resulting in multiple reports of severe wind damage and five tornadoes across the area.",35
1015630,JEFFERSON CO.,(SDF)STANIFORD FLD L,3/18/2022,2225,Thunderstorm Wind,53, ,0,0,0,0,KY,EST-5,EG,167822,C,111,LMK,0,0,Broadcast Media, , , ,1,E,1,E,(SDF)STANIFORD FLD L,3/18/2022,2225,38.18,-85.71,38.18,-85.71,A tree fell on power lines in Lynnview.,"A cold front associated with a larger low pressure system move east through the Lower Ohio Valley on the evening of the 18th. This caused thunderstorms to move over southern Indiana and north central Kentucky, resulting in multiple reports of severe wind damage and five tornadoes across the area.",36
1015631,JEFFERSON CO.,(LOU)BOWMAN FLD LOUI,3/18/2022,2231,Thunderstorm Wind,60, ,0,0,0,0,KY,EST-5,EG,167822,C,111,LMK,0,0,Public, , , ,1,NNE,1,NNE,(LOU)BOWMAN FLD LOUI,3/18/2022,2231,38.25,-85.66,38.25,-85.66,"There was a narrow swath of damage that started on Cannons Lane and Willis Avenue and continued to Browns Lane and Grandview Avenue. A tree was down on a garage, softwood trees were damaged, and a chimney was damage.","A cold front associated with a larger low pressure system move east through the Lower Ohio Valley on the evening of the 18th. This caused thunderstorms to move over southern Indiana and north central Kentucky, resulting in multiple reports of severe wind damage and five tornadoes across the area.",37
1015634,JEFFERSON CO.,(LOU)BOWMAN FLD LOUI,3/18/2022,2236,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,MG,167822,C,111,LMK,0,0,ASOS, , , ,1,E,1,E,(LOU)BOWMAN FLD LOUI,3/18/2022,2236,38.23,-85.66,38.23,-85.66,There was a measured wind gust of 58 mph.,"A cold front associated with a larger low pressure system move east through the Lower Ohio Valley on the evening of the 18th. This caused thunderstorms to move over southern Indiana and north central Kentucky, resulting in multiple reports of severe wind damage and five tornadoes across the area.",38
1024705,JEFFERSON CO.,PRAIRIE VLG,4/13/2022,1910,Thunderstorm Wind,51, ,0,0,0,0,KY,EST-5,EG,168768,C,111,LMK,0,0,Public, , , ,1,W,1,W,PRAIRIE VLG,4/13/2022,1910,38.1,-85.85,38.1,-85.85,"A few trees were snapped and uprooted, causing significant damage to a backyard fence.","On the evening of April 13, 2022, a line of severe storms, moving along a cold front, spawned nine tornadoes as it moved east across Kentucky. One of these was an EF-1 that hit Jefferson County. In addition to tornadoes, strong straight line winds also caused widespread damage across central Kentucky.",39
1024706,JEFFERSON CO.,(SDF)STANIFORD FLD L,4/13/2022,1920,Thunderstorm Wind,53, ,0,0,0,0,KY,EST-5,MG,168768,C,111,LMK,0,0,ASOS, , , ,0,WNW,0,WNW,(SDF)STANIFORD FLD L,4/13/2022,1920,38.1815,-85.7348,38.1815,-85.7348,,"On the evening of April 13, 2022, a line of severe storms, moving along a cold front, spawned nine tornadoes as it moved east across Kentucky. One of these was an EF-1 that hit Jefferson County. In addition to tornadoes, strong straight line winds also caused widespread damage across central Kentucky.",40
1024707,JEFFERSON CO.,SMYRNA,4/13/2022,1922,Thunderstorm Wind,63, ,0,0,0,0,KY,EST-5,MG,168768,C,111,LMK,0,0,Official NWS Observations, , , ,1,S,1,S,SMYRNA,4/13/2022,1922,38.11,-85.65,38.11,-85.65,There was a 72 mph measured wind gust at the NWS Louisville office.,"On the evening of April 13, 2022, a line of severe storms, moving along a cold front, spawned nine tornadoes as it moved east across Kentucky. One of these was an EF-1 that hit Jefferson County. In addition to tornadoes, strong straight line winds also caused widespread damage across central Kentucky.",41
