EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,Zip
563883,JEFFERSON CO.,WOODLAND HILLS,4/25/2015,1853,Hail,0.75, ,0,0,0,0,KY,EST-5, ,93821,C,111,LMK,0,0,Public, , , ,1,S,1,S,WOODLAND HILLS,4/25/2015,1853,38.24,-85.52,38.24,-85.52,Public reported penny size hail near Middletown.,"An area of low pressure approached the Ohio Valley from the northwest on April 25th.  Ahead of it, a strong warm front sharpened across southern Indiana and central Kentucky.  South of the front, sunshine broke out and helped temperatures surge into the 80s, while north of the front temperatures were only in the 50s. At one point, there was a 40 degree temperature difference across the state of Kentucky from north to south!  This strong front helped to focus severe thunderstorm development in the late afternoon and evening hours.  Many of the storms that formed were supercells, which dropped very large hail. Two of these supercells developed weak tornadoes during the evening hours.",11,40243
575906,JEFFERSON CO.,STRATHMOOR MANOR,5/11/2015,1727,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,94112,C,111,LMK,0,0,Law Enforcement, , , ,1,NNW,1,NNW,STRATHMOOR MANOR,5/11/2015,1727,38.22,-85.63,38.22,-85.63,"A law enforcement official reported trees down in the 3000 block of Breckinridge Lane, at Breckinridge and Beargrass Run. Trees were also reported down on Pembroke Road.","A strong spring storm system tracked across the central Plains to the lower Great Lakes region, sparking several rounds of thunderstorms across the lower Ohio Valley. Scattered severe storms developed along a pre-frontal trough along and east of I-65 during the mid afternoon hours. These storms were responsible for damaging winds. A second round of storms developed and tracked through the Louisville metro before continuing on to northern Kentucky. These storms also produced sporadic wind damage.",12,40220
575907,OLDHAM CO.,PEWEE VLY,5/11/2015,1740,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,94112,C,185,LMK,0,0,Public, , , ,1,SW,1,SW,PEWEE VLY,5/11/2015,1740,38.31,-85.49,38.31,-85.49,A report was received by the public of trees down across the area.,"A strong spring storm system tracked across the central Plains to the lower Great Lakes region, sparking several rounds of thunderstorms across the lower Ohio Valley. Scattered severe storms developed along a pre-frontal trough along and east of I-65 during the mid afternoon hours. These storms were responsible for damaging winds. A second round of storms developed and tracked through the Louisville metro before continuing on to northern Kentucky. These storms also produced sporadic wind damage.",13,40056
575908,OLDHAM CO.,GLENARM,5/11/2015,1743,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,94112,C,185,LMK,0,0,Law Enforcement, , , ,1,SW,1,SW,GLENARM,5/11/2015,1743,38.34,-85.48,38.34,-85.48,A law enforcement official reported that trees were down across the county.,"A strong spring storm system tracked across the central Plains to the lower Great Lakes region, sparking several rounds of thunderstorms across the lower Ohio Valley. Scattered severe storms developed along a pre-frontal trough along and east of I-65 during the mid afternoon hours. These storms were responsible for damaging winds. A second round of storms developed and tracked through the Louisville metro before continuing on to northern Kentucky. These storms also produced sporadic wind damage.",14,40014
569582,JEFFERSON CO.,SYLVANIA,5/27/2015,1307,Hail,1, ,0,0,0,0,KY,EST-5, ,94775,C,111,LMK,0,0,Broadcast Media, , , ,1,E,1,E,SYLVANIA,5/27/2015,1307,38.15,-85.85,38.15,-85.85,A broadcast meteorologist relayed a report of 1 inch diameter hail.,"The combination of a warm, humid air mass an approaching cold front to the northwest of the area produced scattered strong to severe thunderstorms during the afternoon and evening hours May 26 and May 27.",15,40258
569585,BULLITT CO.,SHEPHERDSVILLE,5/27/2015,1325,Hail,0.88, ,0,0,0,0,KY,EST-5, ,94775,C,29,LMK,0,0,Emergency Manager, , , ,1,NE,1,NE,SHEPHERDSVILLE,5/27/2015,1325,37.99,-85.71,37.99,-85.71,The Bullitt County emergency manager reported hail up to nickel size in diameter.,"The combination of a warm, humid air mass an approaching cold front to the northwest of the area produced scattered strong to severe thunderstorms during the afternoon and evening hours May 26 and May 27.",16,40165
569586,JEFFERSON CO.,JEFFERSONTOWN,5/27/2015,1350,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,94775,C,111,LMK,0,0,Law Enforcement, , , ,1,N,1,N,JEFFERSONTOWN,5/27/2015,1350,38.21,-85.57,38.21,-85.57,A law enforcement official reported multiple trees down across the city.,"The combination of a warm, humid air mass an approaching cold front to the northwest of the area produced scattered strong to severe thunderstorms during the afternoon and evening hours May 26 and May 27.",17,40299
569587,JEFFERSON CO.,JEFFERSONTOWN,5/27/2015,1350,Thunderstorm Wind,52, ,0,0,1000,0,KY,EST-5,EG,94775,C,111,LMK,0,0,Broadcast Media, , , ,1,NW,1,NW,JEFFERSONTOWN,5/27/2015,1350,38.21,-85.58,38.21,-85.58,A broadcast media meteorologist relayed a report of a falling tree that damaged a garage on Harmony Drive in Jeffersontown.,"The combination of a warm, humid air mass an approaching cold front to the northwest of the area produced scattered strong to severe thunderstorms during the afternoon and evening hours May 26 and May 27.",18,40299
569588,JEFFERSON CO.,ST REGIS PARK,5/27/2015,1355,Hail,1, ,0,0,0,0,KY,EST-5, ,94775,C,111,LMK,0,0,Law Enforcement, , , ,1,WSW,1,WSW,ST REGIS PARK,5/27/2015,1355,38.22,-85.57,38.22,-85.57,A law enforcement official reported 1 inch diameter hail.,"The combination of a warm, humid air mass an approaching cold front to the northwest of the area produced scattered strong to severe thunderstorms during the afternoon and evening hours May 26 and May 27.",19,40299
569589,JEFFERSON CO.,STRATHMOOR VLG,5/27/2015,1359,Thunderstorm Wind,52, ,0,0,10000,0,KY,EST-5,EG,94775,C,111,LMK,0,0,Broadcast Media, , , ,1,E,1,E,STRATHMOOR VLG,5/27/2015,1359,38.22,-85.58,38.22,-85.58,A broadcast media meteorologist relayed a report of a tree falling on a car at Sam Swope car dealership.,"The combination of a warm, humid air mass an approaching cold front to the northwest of the area produced scattered strong to severe thunderstorms during the afternoon and evening hours May 26 and May 27.",20,40299
569052,JEFFERSON CO.,(SDF)STANIFORD FLD L,5/30/2015,1528,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,94592,C,111,LMK,0,0,Law Enforcement, , , ,1,NE,1,NE,(SDF)STANIFORD FLD L,5/30/2015,1528,38.1886,-85.7136,38.1886,-85.7136,An official with Louisville Metrosafe reported 3 trees down east and northeast of Louisville International Airport.,An approaching cold front sparked a round of strong to severe thunderstorms across central Kentucky. Storms developed during the late afternoon and early evening hours and produced sporadic severe wind damage.,21,40213
571621,JEFFERSON CO.,VALLEY STATION,6/17/2015,1632,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95141,C,111,LMK,0,0,Broadcast Media, , , ,1,SSE,1,SSE,VALLEY STATION,6/17/2015,1632,38.1,-85.86,38.1,-85.86,A member of the broadcast media relayed a report of a large tree limb down in Valley Station.,A very moist and unstable air mass combined with a stalled frontal boundary across north central Kentucky to produce scattered to numerous thunderstorms. The strongest storms produced sporadic wind damage along with torrential rainfall. Standiford Field in Louisville reported a wind gust to 51 mph.,22,40272
571622,JEFFERSON CO.,SYLVANIA,6/17/2015,1635,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95141,C,111,LMK,0,0,Broadcast Media, , , ,1,E,1,E,SYLVANIA,6/17/2015,1635,38.15,-85.85,38.15,-85.85,A member of the broadcast media reported multiple large tree limbs down.,A very moist and unstable air mass combined with a stalled frontal boundary across north central Kentucky to produce scattered to numerous thunderstorms. The strongest storms produced sporadic wind damage along with torrential rainfall. Standiford Field in Louisville reported a wind gust to 51 mph.,23,40258
571623,JEFFERSON CO.,FAIRDALE,6/17/2015,1640,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95141,C,111,LMK,0,0,Broadcast Media, , , ,1,NE,1,NE,FAIRDALE,6/17/2015,1640,38.11,-85.76,38.11,-85.76,A member of the broadcast media relayed a report of a large tree limb down.,A very moist and unstable air mass combined with a stalled frontal boundary across north central Kentucky to produce scattered to numerous thunderstorms. The strongest storms produced sporadic wind damage along with torrential rainfall. Standiford Field in Louisville reported a wind gust to 51 mph.,24,40118
571624,JEFFERSON CO.,OKOLONA,6/17/2015,1646,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95141,C,111,LMK,0,0,Broadcast Media, , , ,1,SSE,1,SSE,OKOLONA,6/17/2015,1646,38.11,-85.67,38.11,-85.67,A member of the broadcast media relayed a report that a large tree was blocking a road at 9600 Preston Highway.,A very moist and unstable air mass combined with a stalled frontal boundary across north central Kentucky to produce scattered to numerous thunderstorms. The strongest storms produced sporadic wind damage along with torrential rainfall. Standiford Field in Louisville reported a wind gust to 51 mph.,25,40229
575851,BULLITT CO.,BROOKS,6/18/2015,1552,Thunderstorm Wind,52, ,0,0,10000,0,KY,EST-5,EG,95164,C,29,LMK,0,0,State Official, , , ,1,N,1,N,BROOKS,6/18/2015,1552,38.08,-85.7,38.08,-85.7,A Kentucky state official reported a tree fell on a car as well as several trees down on Brooks Schoolhouse Road.,"Remnants of Tropical Storm Bill brought a very moist and tropical air mass to the lower Ohio Valley and combined with very warm temperatures, several rounds of strong to severe thunderstorms developed between June 18th and 20th. Damaging winds, hail, and flash flooding were the primary hazards during this period.",26,40129
575855,BULLITT CO.,BROOKS,6/18/2015,1554,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95164,C,29,LMK,0,0,Department of Highways, , , ,1,NE,1,NE,BROOKS,6/18/2015,1554,38.08,-85.69,38.08,-85.69,The Bullitt County highway department relayed a report of trees down at 1800 Hillview Boulevard.,"Remnants of Tropical Storm Bill brought a very moist and tropical air mass to the lower Ohio Valley and combined with very warm temperatures, several rounds of strong to severe thunderstorms developed between June 18th and 20th. Damaging winds, hail, and flash flooding were the primary hazards during this period.",27,40229
575830,JEFFERSON CO.,PARKWAY VLG,6/18/2015,1615,Thunderstorm Wind,52, ,0,0,40000,0,KY,EST-5,EG,95164,C,111,LMK,0,0,County Official, , , ,1,E,1,E,PARKWAY VLG,6/18/2015,1615,38.2,-85.68,38.2,-85.68,"A Jefferson County official reported to the NWS that a tree fell onto a home, collapsing the roof, in the Spring Creek Ct area. Officials with Metrosafe also reported several trees down at the intersection of Manchester and Lake Side as well as Taylor and Illinois.","Remnants of Tropical Storm Bill brought a very moist and tropical air mass to the lower Ohio Valley and combined with very warm temperatures, several rounds of strong to severe thunderstorms developed between June 18th and 20th. Damaging winds, hail, and flash flooding were the primary hazards during this period.",28,40218
576930,JEFFERSON CO.,CLARK,6/26/2015,45,Lightning, , ,0,0,5000,0,KY,EST-5, ,95740,C,111,LMK,0,0,Broadcast Media, , , ,1,SW,1,SW,CLARK,6/26/2015,45,38.17,-85.43,38.17,-85.43,A broadcast meteorologist relayed a report to the NWS of a house struck by lightning. There were no injuries.,"A very warm and unstable air mass brought a few rounds of severe thunderstorms to central Kentucky, starting during the evening hours Thursday June 25th. Isolated storms developed first, producing some sporadic wind damage. Then later that night, a complex of organized storms brought damaging winds, large hail and flash flooding during the early morning hours June 26th. Later that same afternoon, a strong surface low pressure moved across central Kentucky and brought another round of severe storms with damaging winds, large hail and flash flooding.",29,40023
576950,JEFFERSON CO.,ORELL,6/26/2015,1624,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95740,C,111,LMK,0,0,Trained Spotter, , , ,1,NNE,1,NNE,ORELL,6/26/2015,1624,38.0833,-85.8711,38.0833,-85.8711,A trained spotter reported to the NWS that a large tree fell down on Dearing Woods Road due to severe thunderstorm winds.,"A very warm and unstable air mass brought a few rounds of severe thunderstorms to central Kentucky, starting during the evening hours Thursday June 25th. Isolated storms developed first, producing some sporadic wind damage. Then later that night, a complex of organized storms brought damaging winds, large hail and flash flooding during the early morning hours June 26th. Later that same afternoon, a strong surface low pressure moved across central Kentucky and brought another round of severe storms with damaging winds, large hail and flash flooding.",30,40272
576561,JEFFERSON CO.,(SDF)STANIFORD FLD L,6/26/2015,1636,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,MG,95740,C,111,LMK,0,0,ASOS, , , ,1,W,1,W,(SDF)STANIFORD FLD L,6/26/2015,1636,38.18,-85.74,38.18,-85.74,The ASOS at the Louisville International Airport measured a peak wind gust of 50 knots.,"A very warm and unstable air mass brought a few rounds of severe thunderstorms to central Kentucky, starting during the evening hours Thursday June 25th. Isolated storms developed first, producing some sporadic wind damage. Then later that night, a complex of organized storms brought damaging winds, large hail and flash flooding during the early morning hours June 26th. Later that same afternoon, a strong surface low pressure moved across central Kentucky and brought another round of severe storms with damaging winds, large hail and flash flooding.",31,40209
576960,JEFFERSON CO.,MIDDLETOWN,6/26/2015,1650,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95740,C,111,LMK,0,0,Public, , , ,1,W,1,W,MIDDLETOWN,6/26/2015,1650,38.25,-85.54,38.25,-85.54,The public relayed a report of a large Hickory tree down along Harrods Creek Road.,"A very warm and unstable air mass brought a few rounds of severe thunderstorms to central Kentucky, starting during the evening hours Thursday June 25th. Isolated storms developed first, producing some sporadic wind damage. Then later that night, a complex of organized storms brought damaging winds, large hail and flash flooding during the early morning hours June 26th. Later that same afternoon, a strong surface low pressure moved across central Kentucky and brought another round of severe storms with damaging winds, large hail and flash flooding.",32,40243
576962,JEFFERSON CO.,LONG RUN,6/26/2015,1652,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95740,C,111,LMK,0,0,Public, , , ,1,S,1,S,LONG RUN,6/26/2015,1652,38.21,-85.42,38.21,-85.42,The public relayed a report to the NWS of a large cedar tree down across Clark Station Road.,"A very warm and unstable air mass brought a few rounds of severe thunderstorms to central Kentucky, starting during the evening hours Thursday June 25th. Isolated storms developed first, producing some sporadic wind damage. Then later that night, a complex of organized storms brought damaging winds, large hail and flash flooding during the early morning hours June 26th. Later that same afternoon, a strong surface low pressure moved across central Kentucky and brought another round of severe storms with damaging winds, large hail and flash flooding.",33,40023
575946,JEFFERSON CO.,STRATHMOOR VLG,6/29/2015,1335,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95742,C,111,LMK,0,0,NWS Employee, , , ,1,ENE,1,ENE,STRATHMOOR VLG,6/29/2015,1335,38.23,-85.58,38.23,-85.58,An off-duty NWS employee reported numerous trees down in the area.,An upper level weather system combined with a relatively moist and unstable air mass to produce sporadic severe thunderstorms across central Kentucky. Primary hazards were damaging winds and large hail.,34,40222
575945,JEFFERSON CO.,JEFFERSONTOWN,6/29/2015,1345,Thunderstorm Wind,52, ,0,0,5000,0,KY,EST-5,EG,95742,C,111,LMK,0,0,Broadcast Media, , , ,1,N,1,N,JEFFERSONTOWN,6/29/2015,1345,38.21,-85.57,38.21,-85.57,A broadcast meteorologist relayed a report of a large tree limb down on Cochrane Elementary.,An upper level weather system combined with a relatively moist and unstable air mass to produce sporadic severe thunderstorms across central Kentucky. Primary hazards were damaging winds and large hail.,35,40299
575944,JEFFERSON CO.,WOODLAND HILLS,6/29/2015,1350,Hail,0.75, ,0,0,0,0,KY,EST-5, ,95742,C,111,LMK,0,0,Public, , , ,1,S,1,S,WOODLAND HILLS,6/29/2015,1350,38.24,-85.52,38.24,-85.52,A report of hail 3/4 inch in diameter was received by the public.,An upper level weather system combined with a relatively moist and unstable air mass to produce sporadic severe thunderstorms across central Kentucky. Primary hazards were damaging winds and large hail.,36,40243
575925,JEFFERSON CO.,EASTWOOD,6/30/2015,1907,Hail,0.88, ,0,0,0,0,KY,EST-5, ,95746,C,111,LMK,0,0,Public, , , ,1,N,1,N,EASTWOOD,6/30/2015,1907,38.24,-85.45,38.24,-85.45,Nickel size hail was reported to the NWS by the public.,An approaching weather system from the Upper Midwest and lower Great Lakes combined with the moderately moist and unstable air mass during the early evening hours. This produced localized strong to severe thunderstorms across central and eastern Kentucky.,37,40245
575929,OLDHAM CO.,GOSHEN,6/30/2015,1959,Hail,0.75, ,0,0,0,0,KY,EST-5, ,95746,C,185,LMK,0,0,NWS Employee, , , ,1,WNW,1,WNW,GOSHEN,6/30/2015,1959,38.41,-85.59,38.41,-85.59,An off-duty NWS employee reported hail 3/4 inch in diameter.,An approaching weather system from the Upper Midwest and lower Great Lakes combined with the moderately moist and unstable air mass during the early evening hours. This produced localized strong to severe thunderstorms across central and eastern Kentucky.,38,40026
575930,OLDHAM CO.,GOSHEN,6/30/2015,2001,Hail,0.75, ,0,0,0,0,KY,EST-5, ,95746,C,185,LMK,0,0,Public, , , ,1,WNW,1,WNW,GOSHEN,6/30/2015,2001,38.41,-85.59,38.41,-85.59,A report of 3/4 inch hail was reported to the NWS by the public.,An approaching weather system from the Upper Midwest and lower Great Lakes combined with the moderately moist and unstable air mass during the early evening hours. This produced localized strong to severe thunderstorms across central and eastern Kentucky.,39,40026
575932,OLDHAM CO.,GOSHEN,6/30/2015,2006,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,95746,C,185,LMK,0,0,Law Enforcement, , , ,1,WNW,1,WNW,GOSHEN,6/30/2015,2006,38.41,-85.59,38.41,-85.59,A law enforcement official reported trees down along Highway 42.,An approaching weather system from the Upper Midwest and lower Great Lakes combined with the moderately moist and unstable air mass during the early evening hours. This produced localized strong to severe thunderstorms across central and eastern Kentucky.,40,40026
575931,OLDHAM CO.,GOSHEN,6/30/2015,2007,Hail,1, ,0,0,0,0,KY,EST-5, ,95746,C,185,LMK,0,0,NWS Employee, , , ,1,WNW,1,WNW,GOSHEN,6/30/2015,2007,38.41,-85.59,38.41,-85.59,An off-duty NWS employee reported 1 inch diameter hail.,An approaching weather system from the Upper Midwest and lower Great Lakes combined with the moderately moist and unstable air mass during the early evening hours. This produced localized strong to severe thunderstorms across central and eastern Kentucky.,41,40026
